id,jlpt_level,word,reading,image_review,meaning,Sentence(eg),Sentence(zh),Sentence,meaning_zh,meaning_zh_needs_review,meaning_zh_note,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source,meaning_zh_source,meaning_zh_review,Sentence(zh)_needs_review,Sentence(zh)_note
n5_07951,N5,兄,あに,OK,(humble) older brother,My brother is a Hebrew teacher.,我哥哥是希伯来语老师。,兄は、ヘブライ語の教師をしています。,,,,noun (common) (futsuumeishi),older brother | elder brother | brother-in-law (spouse's older brother or older sister's husband),direct_image,84,single_object_or_place,person_family,older brother,兄,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_07988,N5,医者,いしゃ,OK,medical doctor,The doctor is examining him right now.,现在医生正在给你看呢。,今、お医者さんが診てくださってるわ。,,,,noun (common) (futsuumeishi),doctor | physician,direct_image,84,single_object_or_place,person_family,medical doctor,医者,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_08001,N5,友達,ともだち,OK,friend,I'm calling my friend from Kharkiv.,我正在从哈尔科夫给朋友打电话。,友達にハルキウから電話をかけてます。,,,,noun (common) (futsuumeishi),friend | companion,direct_image,84,single_object_or_place,person_family,friend,友達,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_08048,N5,奥さん,おくさん,OK,(honorable) wife,His wife comes from California.,他太太来自于加利福尼亚州。,彼の奥さん、カルフォルニア出身なの。,,,,noun (common) (futsuumeishi),wife | your wife | his wife | married lady | madam,direct_image,84,single_object_or_place,person_family,wife,奥さん,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_08050,N5,女の子,おんなのこ,OK,girl,The girl who's talking with Tom is Mary.,正在跟汤姆说话的女孩是玛丽。,トムと話してる女の子はメアリーだよ。,,,,"expressions (phrases, clauses, etc.) | noun (common) (futsuumeishi)",girl | daughter | baby girl | young woman,direct_image,84,single_object_or_place,person_family,girl,女の子,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_08052,N5,妹,いもうと,OK,(humble) younger sister,"Your sister can't swim well, can she?",你的姐姐游泳得不好，是不是？,お前の妹って、うまく泳げないんだろ？,,,,noun (common) (futsuumeishi),younger sister,direct_image,84,single_object_or_place,person_family,younger sister,妹,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_08053,N5,姉,あね,OK,(humble) older sister,This dictionary is my sister's.,这本字典是我妹妹的。,この辞書、うちのお姉ちゃんのなんだ。,,,,noun (common) (futsuumeishi),older sister | elder sister,direct_image,84,single_object_or_place,person_family,older sister,姉,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_08057,N5,子供,こども,OK,child,Children are playing football in the street.,街上有孩子们在踢足球。,通りで子供たちがサッカーをしている。,,,,noun (common) (futsuumeishi),child | children,direct_image,84,single_object_or_place,person_family,child,子供,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_08060,N5,学生,がくせい,OK,student,"When I was a student, I also often cut classes.",我学生的时候也经常逃课。,僕も学生の時はよく就業をサボったよ。,,,,noun (common) (futsuumeishi),student (esp. a university student),direct_image,84,single_object_or_place,person_family,student,学生,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_08064,N5,家族,かぞく,OK,family,My family means more to me than my life does.,比起自己的生活，家人更重要。,自分の人生より、家族の方が大切なの。,,,,noun (common) (futsuumeishi),family,direct_image,84,single_object_or_place,person_family,family,家族,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_08088,N5,弟,おとうと,OK,younger brother,His brother watches TV all the time.,那家伙的弟弟老是看电视。,あいつの弟は、テレビばっかり見てる。,,,,noun (common) (futsuumeishi),younger brother | little brother | kid brother | brother-in-law (spouse's younger brother or younger sister's husband) | pupil,direct_image,84,single_object_or_place,person_family,younger brother,弟,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_08211,N5,男の子,おとこのこ,OK,boy,The boy threw a stone at the frog.,男孩朝青蛙扔了石头。,男の子はカエルに石を投げつけました。,,,,"expressions (phrases, clauses, etc.) | noun (common) (futsuumeishi)",boy | son | baby boy | young man,direct_image,84,single_object_or_place,person_family,boy,男の子,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_08213,N5,留学生,りゅうがくせい,OK,overseas student,Foreign students demanded help from us.,外国留学生向我们寻求帮助。,外国人留学生は私たちに援助を求めた。,,,,noun (common) (futsuumeishi),overseas student | exchange student,direct_image,84,single_object_or_place,person_family,overseas student,留学生,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,,,
n5_07850,N5,デパート,デパート,OK,department store,Is there a department store on this street?,在这条街上有百货商店吗？,この通りに、デパートってありますか？,,,,noun (common) (futsuumeishi),department store | department,direct_image,84,single_object_or_place,place_building,department store,デパート,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,,
n5_07869,N5,ホテル,ホテル,OK,hotel,You can use the hotel's swimming pool.,你可以使用旅馆的游泳池。,ホテルのプールをご利用いただけます。,,,,noun (common) (futsuumeishi),hotel,direct_image,84,single_object_or_place,place_building,hotel,ホテル,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,,
n5_07879,N5,レストラン,レストラン,OK,restaurant,I found a good Mexican restaurant.,我发现一家很好的墨西哥餐厅。,良いメキシコのレストランを見つけた。,,,,noun (common) (futsuumeishi),restaurant (esp. Western-style),direct_image,84,single_object_or_place,place_building,restaurant,レストラン,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,,
n5_07965,N5,公園,こうえん,OK,park,I walk my dog in the park every morning.,我每天早上到公园里遛狗。,毎朝、公園で犬を散歩させてるんだよ。,,,,noun (common) (futsuumeishi),(public) park,direct_image,84,single_object_or_place,place_building,park,公園,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,,
n5_08005,N5,台所,だいどころ,OK,kitchen,Mary went down to the kitchen.,玛丽下楼到厨房。,メアリーは階段をおりて台所へ行った。,,,,noun (common) (futsuumeishi),kitchen | financial situation | finances,direct_image,84,single_object_or_place,place_building,kitchen,台所,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,,
n5_08020,N5,図書館,としょかん,OK,library,My friends are waiting in front of the library.,在图书馆前有朋友在等我。,友達が、図書館の前で待ってるんです。,,,,noun (common) (futsuumeishi),library,direct_image,84,single_object_or_place,place_building,library,図書館,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,,
n5_08059,N5,学校,がっこう,OK,school,Emily walks to school every day.,艾米莉每天步行去学校。,エミリーは毎日歩いて学校に行きます。,,,,noun (common) (futsuumeishi),school,direct_image,84,single_object_or_place,place_building,school,学校,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,FALSE,
n5_08062,N5,家,いえ,OK,house,I am staying with my uncle in Tokyo.,我待在东京的叔叔家。,東京の叔父さんの家に泊まっています。,,,,noun (common) (futsuumeishi),house | residence | dwelling | home | family,direct_image,84,single_object_or_place,place_building,house,家,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,,
n5_08082,N5,店,みせ,OK,shop,Yanni was a 7-Eleven clerk.,亚尼曾在7-11当店员。,ヤニーはセブンイレブンの店員だった。,,,,noun (common) (futsuumeishi),store | shop | establishment | restaurant,direct_image,84,single_object_or_place,place_building,shop,店,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,FALSE,
n5_08086,N5,建物,たてもの,OK,building,There are many famous historic buildings in Kyoto.,京都有很多有名的古建筑。,京都には多くの古い有名な建物がある。,,,,noun (common) (futsuumeishi),building,direct_image,84,single_object_or_place,place_building,building,建物,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,,
n5_08217,N5,病院,びょういん,OK,hospital,I think you should go to the hospital.,我觉得你应该去医院。,病院に行った方がいいんじゃないかな。,,,,noun (common) (futsuumeishi),hospital | clinic | doctor's office | doctor's surgery | infirmary,direct_image,84,single_object_or_place,place_building,hospital,病院,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,FALSE,
n5_08309,N5,道,みち,OK,street,Look both ways before you cross the street.,过马路前先左右看一看。,道を渡るときは、左右を確認すること。,,,,noun (common) (futsuumeishi),road | path | street | lane | passage,direct_image,84,single_object_or_place,place_building,street,道,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,,
n5_08312,N5,部屋,へや,OK,room,You can't smoke in my room.,你不能在我的房间里吸烟。,僕の部屋でタバコは吸っちゃダメだよ。,,,,noun (common) (futsuumeishi),room | chamber | apartment | flat | pad,direct_image,84,single_object_or_place,place_building,room,部屋,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,FALSE,
n5_08313,N5,郵便局,ゆうびんきょく,OK,post office,I worked in a post office during the summer vacation.,暑假期间，我在邮局工作。,私は夏休みの間、郵便局で働いていた。,,,,noun (common) (futsuumeishi),post office,direct_image,84,single_object_or_place,place_building,post office,郵便局,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,,
n5_08318,N5,銀行,ぎんこう,OK,bank,This is a post office and that's a bank.,这边是邮局，那边是银行。,こっちが郵便局で、あっちが銀行だよ。,,,,noun (common) (futsuumeishi),bank | banking institution,direct_image,84,single_object_or_place,place_building,bank,銀行,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,,FALSE,
n5_07844,N5,タクシー,タクシー / タクシ / タキシ,OK,taxi,Can I catch a taxi here?,这里拦得到计程车吗？,ここでタクシーをつかまえられますか。,,,,noun (common) (futsuumeishi),taxi,direct_image,84,single_object_or_place,transport,taxi,タクシー,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,,,
n5_07858,N5,バス,バス,OK,bus,There isn't anything in the basket.,篮子里什么都没有。,バスケットの中には何も入っていない。,,,,noun (common) (futsuumeishi),bus,direct_image,84,single_object_or_place,transport,bus,バス,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,,FALSE,
n5_08023,N5,地下鉄,ちかてつ,OK,underground train,Where is the nearest subway station?,最近的地铁站在哪里呢？,最寄の地下鉄の駅はどちらでしょうか？,,,,noun (common) (futsuumeishi),subway | metro | underground (railway),direct_image,84,single_object_or_place,transport,underground train,地下鉄,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,,,
n5_08259,N5,自転車,じてんしゃ,OK,bicycle,Tom often goes to school by bicycle.,汤姆经常骑脚踏车去学校。,トムはよく自転車で学校に行ってるよ。,,,,noun (common) (futsuumeishi),bicycle | bike,direct_image,84,single_object_or_place,transport,bicycle,自転車,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,,,
n5_08298,N5,車,くるま,OK,"car,vehicle",I must catch the first train.,我必须赶上头班火车。,始発の電車に乗らないといけないんだ。,,,,noun (common) (futsuumeishi),car | automobile | vehicle | wheel | castor,direct_image,84,single_object_or_place,transport,car,車,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,,,
n5_08336,N5,電車,でんしゃ,OK,electric train,I must catch the first train.,我必须赶上头班火车。,始発の電車に乗らないといけないんだ。,,,,noun (common) (futsuumeishi),train | electric train,direct_image,84,single_object_or_place,transport,electric train,電車,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,,,
n5_08075,N5,川/河,かわ,OK,river,The row of cherry blossom trees planted along the river was very beautiful.,河岸边的樱花树非常漂亮。,川沿いの桜並木が、すごく綺麗でした。,,,,,,direct_image,75,single_object_or_place,nature_weather,river,川/河,nature_weather,meaning suggests concrete domain: nature_weather,Tanos JLPT vocabulary,,,FALSE,
n5_07938,N5,伯父/叔父,おじいさん,OK,"grandfather,male senior citizen",I am staying with my uncle in Tokyo.,我待在东京的叔叔家。,東京の叔父さんの家に泊まっています。,,,,,,direct_image,75,single_object_or_place,person_family,grandfather,伯父/叔父,person_family,meaning suggests concrete domain: person_family,Tanos JLPT vocabulary,,,,
n5_07709,N5,あびる,あびる,NO PICTURE,"to bathe,to shower",,,,,,,Ichidan verb | transitive verb,to dash over oneself (e.g. water) | to take (e.g. shower) | to bask in (e.g. the sun) | to bathe in | to be flooded with (e.g. light),scene_image,72,person_action_scene,action_state,person bathing,あびる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n5_07711,N5,ある,ある,NO PICTURE,"to be,to have (used for inanimate objects)",I have swimming class during fourth period today.,今天的第四堂课有游泳池。,今日の4時間目に、プールがあるんだ。,,,,Godan verb with 'ru' ending (irregular verb) | intransitive verb,to be | to exist | to live | to have | to be located,scene_image,72,person_action_scene,action_state,person being,ある,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n5_07741,N5,かかる,かかる,NO PICTURE,to take time or money,He wanted to reduce the tax on imports.,他想要减少进口品的税。,彼は輸入にかかる税を減らしたかった。,,,,Godan verb with 'ru' ending | intransitive verb,to span | to bridge | to cross | to straddle,scene_image,72,person_action_scene,action_state,person taking time or money,かかる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n5_07743,N5,かける,かける,NO PICTURE,to call by phone,I see that dog almost every day.,我几乎每天都见到那条狗。,その犬なら、毎日のように見かけるよ。,,,,Ichidan verb | transitive verb,"to hang up (e.g. a coat, a picture on the wall) | to let hang | to suspend (from) | to hoist (e.g. sail) | to raise (e.g. flag)",scene_image,72,person_action_scene,action_state,person calling by phone,かける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
