id,jlpt_level,word,reading,meaning,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source
n1_00106,N1,にも拘らず,にもかかわらず,in spite of;nevertheless,"expressions (phrases, clauses, etc.) | conjunction",in spite of | despite | although | nonetheless | nevertheless,skip,10,not_recommended,skip,in spite of,にも拘らず,,function word or bound form,Tanos JLPT vocabulary
n1_00107,N1,ねじ回し,ねじまわし,screwdriver,noun (common) (futsuumeishi),screwdriver,review,55,noun_needs_review,general,screwdriver,ねじ回し,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00108,N1,ばてる,バテる / ばてる,to be exhausted;to be worn out,Ichidan verb | intransitive verb,to be exhausted | to be worn out,scene_image,72,person_action_scene,action_state,person being exhausted,ばてる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_00109,N1,ひょっと,ひょっと,possibly;accidentally,adverb (fukushi) | noun or participle which takes the aux. verb suru,possibly | perhaps | perchance | unintentionally | accidentally,review,48,action_needs_review,person_family,person possiblying,ひょっと,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00110,N1,びっしょり,びっしょり,wet through;drenched,adjectival nouns or quasi-adjectives (keiyodoshi) | adverb (fukushi),wet through | drenched,review,48,action_needs_review,person_family,person wetting through,びっしょり,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00111,N1,びり,ビリ / びり,last on the list;at the bottom,noun (common) (futsuumeishi),last (on the list) | (at the) bottom | (in) last position | tailender,review,55,noun_needs_review,general,last on the list,びり,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00112,N1,ふんだん,ふんだん,plentiful;abundant;lavish,adjectival nouns or quasi-adjectives (keiyodoshi),plentiful | abundant | ample | lavish,scene_image,68,visual_state_scene,action_state,plentiful scene,ふんだん,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_00113,N1,ぶかぶか,ぶかぶか / ブカブカ,too big;baggy,nouns which may take the genitive case particle 'no' | adjectival nouns or quasi-adjectives (keiyodoshi) | adverb (fukushi) | adverb taking the 'to' particle | noun or participle which takes the aux. verb suru,too large (clothing) | baggy | loose-fitting | bulging | warping,skip,10,not_recommended,skip,too big,ぶかぶか,,function word or bound form,Tanos JLPT vocabulary
n1_00114,N1,ぶらぶら,ぶらぶら / ブラブラ,dangle heavily;swing;sway to and fro;aimlessly;idly;lazily;loiter;loaf;be idle;stroll idly,adverb (fukushi) | adverb taking the 'to' particle | noun or participle which takes the aux. verb suru | adjectival nouns or quasi-adjectives (keiyodoshi),dangling | swaying | swinging | (walking) leisurely | aimlessly,skip,10,not_recommended,skip,dangle heavily,ぶらぶら,,function word or bound form,Tanos JLPT vocabulary
n1_00115,N1,ぶら下げる,ぶらさげる,to hang;to suspend;to dangle;to swing,Ichidan verb | transitive verb,to hang | to suspend | to dangle | to swing | to carry,scene_image,72,person_action_scene,action_state,person hanging,ぶら下げる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_00116,N1,ぺこぺこ,ペコペコ / ぺこぺこ,fawn;be very hungry,adjectival nouns or quasi-adjectives (keiyodoshi) | adverb (fukushi) | noun or participle which takes the aux. verb suru,very hungry | starving | famished | bowing repeatedly | kowtowing,review,48,action_needs_review,person_family,person fawning,ぺこぺこ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00117,N1,ほっと,ほっと / ホッと / ホっと,feel relieved,adverb (fukushi) | noun or participle which takes the aux. verb suru,with a feeling of relief | with a sigh of relief | deeply (sigh),review,48,action_needs_review,person_family,person feeling relieved,ほっと,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00118,N1,ぼつぼつ,ぼつぼつ,gradually;here and there;spots;pimples,adverb (fukushi) | adverb taking the 'to' particle | noun (common) (futsuumeishi),gradually | little by little | in a breezy manner | soon | before long,skip,10,not_recommended,skip,gradually,ぼつぼつ,,function word or bound form,Tanos JLPT vocabulary
n1_00119,N1,ぼやく,ぼやく / ボヤく,to grumble;to complain,Godan verb with 'ku' ending | intransitive verb,to grumble | to complain,scene_image,72,person_action_scene,action_state,person grumbling,ぼやく,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_00120,N1,ぼやける,ぼやける / ボヤける,to become dim;to become blurred,Ichidan verb | intransitive verb,to become dim | to become blurred,scene_image,72,person_action_scene,action_state,person becoming dim,ぼやける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_00121,N1,まごつく,まごつく,to be confused;to be flustered,Godan verb with 'ku' ending | intransitive verb,to be confused | to be flustered | to be at a loss | to loiter | to hang around,scene_image,72,person_action_scene,action_state,person being confused,まごつく,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_00122,N1,もろに,もろに / モロに,completely;all the way,adverb (fukushi),completely | all the way | altogether | bodily,review,48,action_needs_review,person_family,person completelying,もろに,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00123,N1,やっ付ける,やっつける,to beat,Ichidan verb | transitive verb,to beat | to attack (an enemy) | to do away with | to finish off,scene_image,72,person_action_scene,action_state,person beating,やっ付ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_00124,N1,ややこしい,ややこしい / ややっこしい,puzzling;tangled;complicated;complex,adjective (keiyoushi),complicated | complex | intricate | confusing | difficult,scene_image,68,visual_state_scene,action_state,puzzling scene,ややこしい,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_00125,N1,やり遂げる,やりとげる,to accomplish,Ichidan verb | transitive verb,to accomplish | to finish | to carry through | to follow through,scene_image,72,person_action_scene,action_state,person accomplishing,やり遂げる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_00126,N1,ゆとり,ゆとり,reserve;affluence;room;time (to spare),noun (common) (futsuumeishi) | noun or verb acting prenominally,elbowroom | leeway | room | reserve | margin,review,48,action_needs_review,person_family,person reserving,ゆとり,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00127,N1,アイデア,アイデア / アイディア / アィディア,idea,noun (common) (futsuumeishi),idea,skip,25,abstract_noun,skip,idea,アイデア,,abstract noun,Tanos JLPT vocabulary
n1_00128,N1,アクセル,アクセル,accelerator,noun (common) (futsuumeishi),accelerator (pedal) | gas pedal,review,55,noun_needs_review,general,accelerator,アクセル,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00129,N1,アップ,アップ,up,"noun (common) (futsuumeishi) | noun, used as a suffix | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb",rise | increase | raising | lifting | going up,skip,10,not_recommended,skip,up,アップ,,function word or bound form,Tanos JLPT vocabulary
n1_00130,N1,アプローチ,アプローチ,approach (in golf),noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"approach (to a problem, issue, etc.) | approach (of a long jump, aircraft's flight, etc.) | inrun (of a ski jump) | approach (to a building, mountain, etc.) | approach shot",review,48,action_needs_review,person_family,person approaching,アプローチ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00131,N1,アマチュア,アマチュア,amateur,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',amateur,skip,10,not_recommended,skip,amateur,アマチュア,,function word or bound form,Tanos JLPT vocabulary
n1_00132,N1,アラブ,アラブ,Arab,noun (common) (futsuumeishi),Arab | Arab countries | Arab (horse) | Arabian,review,55,noun_needs_review,general,Arab,アラブ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00133,N1,アルカリ,アルカリ,alkali,noun (common) (futsuumeishi),alkali,review,55,noun_needs_review,general,alkali,アルカリ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00134,N1,アルミ,アルミ,aluminum (Al);aluminium,noun (common) (futsuumeishi),aluminum | aluminium,review,55,noun_needs_review,general,aluminum,アルミ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00135,N1,アワー,アワー / アウア,hour,noun (common) (futsuumeishi),hour,review,55,noun_needs_review,general,hour,アワー,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00136,N1,アンケート,アンケート,(fr:) (n) questionnaire (fr: enquete);survey,noun (common) (futsuumeishi),questionnaire | survey | poll,review,55,noun_needs_review,general,questionnaire,アンケート,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00137,N1,アンコール,アンコール,encore,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,encore,review,48,action_needs_review,person_family,person encoring,アンコール,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00138,N1,イエス,イエス / エス / イエースース,Jesus;yes,noun (common) (futsuumeishi),Jesus (Christ),review,55,noun_needs_review,general,Jesus,イエス,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00139,N1,インターチェンジ,インターチェンジ / インター・チェンジ,interchange,noun (common) (futsuumeishi),interchange | service interchange,review,55,noun_needs_review,general,interchange,インターチェンジ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00140,N1,インターナショナル,インターナショナル / インタナショナル,international,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),international,scene_image,68,visual_state_scene,action_state,international scene,インターナショナル,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_00141,N1,インターフォン,インターホン / インターフォン / インタホン,intercom,noun (common) (futsuumeishi),intercom,review,55,noun_needs_review,general,intercom,インターフォン,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00142,N1,インテリ,インテリ,egghead;intelligentsia,noun (common) (futsuumeishi),intellectual | educated person | intelligentsia,review,55,noun_needs_review,general,egghead,インテリ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00143,N1,インフォメーション,インフォメーション / インフォーメーション / インフォーメーシオン,information,noun (common) (futsuumeishi),information,skip,25,abstract_noun,skip,information,インフォメーション,,abstract noun,Tanos JLPT vocabulary
n1_00144,N1,インフレ,インフレ,inflation,noun (common) (futsuumeishi),inflation,review,55,noun_needs_review,general,inflation,インフレ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00145,N1,ウェートレス,ウェイトレス / ウエイトレス / ウエートレス,waitress,noun (common) (futsuumeishi),waitress,review,55,noun_needs_review,general,waitress,ウェートレス,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00146,N1,エアメール,エアメール / エアーメール / エア・メール,air mail,noun (common) (futsuumeishi),airmail | air mail,review,55,noun_needs_review,general,air mail,エアメール,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00147,N1,エレガント,エレガント,elegant,adjectival nouns or quasi-adjectives (keiyodoshi),elegant,scene_image,68,visual_state_scene,action_state,elegant scene,エレガント,action_state,adjective can be shown visually,Tanos JLPT vocabulary
